Edition,Publisher,Base/Expansion,Deck,Number,Type,Player(s),Name,Cost,VPs,Prerequisites,Passing Left,Card Category (Revised only),Text
Revised,Mayfair/Lookout,Base (Revised),B,57,Minor Improvement,,Scullery,"1 Wood,1 Clay",,,,Food Provider,"At the start of each round, if you live in a wooden house, you get 1 food."
Revised,Mayfair/Lookout,Base (Revised),B,61,Minor Improvement,,Three-Field Rotation,,,3 Occupations,,Food Provider,"At the start of the field phase of each harvest, if you have at least 1 grain field, 1 vegetable field, and 1 empty field, you get 3 food."
Revised,Mayfair/Lookout,Base (Revised),B,62,Minor Improvement,,Pitchfork,1 Wood,,,,Food Provider,"Each time you use the ""Grain Seeds"" action space, if the ""Farmland"" action space is occupied you also get 3 food."
Revised,Mayfair/Lookout,Base (Revised),B,66,Minor Improvement,,Sack Cart,2 Wood,,2 Occupations,,Crop Provider,"Place 1 grain each on the remaining spaces for rounds 5, 8, 11, and 14. At the start of these rounds, you get the grain."
Revised,Mayfair/Lookout,Base (Revised),B,68,Minor Improvement,,Beanfield,1 Food,1,2 Occupations,,Crop Provider,This card is a field that can only grow vegetables.
Revised,Mayfair/Lookout,Base (Revised),B,74,Minor Improvement,,Thick Forest,5 Clay in Your Supply,,,,Building Resource Provider,"Place 1 wood on each remaining even-numbered round space. At the start of these rounds, you get the wood."
Revised,Mayfair/Lookout,Base (Revised),B,77,Minor Improvement,,Loam Pit,1 Food,1,3 Occupations,,Building Resource Provider,"Each time you use the ""Day Laborer"" action space, you also get 3 clay."
Revised,Mayfair/Lookout,Base (Revised),B,80,Minor Improvement,,Hard Porcelain,1 Clay,,,,Building Resource Provider,"At any time, you can exchange 2/3/4 clay for 1/2/3 stone."
Revised,Mayfair/Lookout,Base (Revised),B,84,Minor Improvement,,Acorns Basket,1 Reed,,3 Occupations,,Livestock Provider,"Place 1 wild boar on each of the 2 round spaces. At the start of these rounds, you get the wild boar."
Revised,Mayfair/Lookout,Base (Revised),B,87,Occupation,1+,Cottager,,,,,Farm Planner,"Each time you use the ""Day Laborer"" action space, you can also either build exactly 1 room or renovate your house. Either way, you have to pay the cost."
Revised,Mayfair/Lookout,Base (Revised),B,89,Occupation,1+,Groom,,,,,Farm Planner,"When you play this card, you immediately get 1 wood. Once you live in a stone house, at the start of each round, you can build exactly 1 stable for 1 wood."
Revised,Mayfair/Lookout,Base (Revised),B,91,Occupation,1+,Assistant Tiller,,,,,Farm Planner,"Each time you use the ""Day Laborer"" action space, you can also plow 1 field."
Revised,Mayfair/Lookout,Base (Revised),B,95,Occupation,1+,Master Bricklayer,,,,,Actions Booster,"Each time you build a major improvement, reduce the stone cost by the number of rooms you have built onto you initial house."
Revised,Mayfair/Lookout,Base (Revised),B,97,Occupation,1+,Scholar,,,,,Actions Booster,"Once you live in a stone house, at the start of each round, you can play an occupation for an occupation cost of 1 food, or a minor improvement (by paying its cost)."
Revised,Mayfair/Lookout,Base (Revised),B,98,Occupation,1+,Organic Farmer,,,,,Points Provider,"During the scoring, you get 1 bonus point for each pasture containing at least 1 animal while having unused capacity for at least three more animals."
Revised,Mayfair/Lookout,Base (Revised),B,99,Occupation,1+,Tutor,,,,,Points Provider,"During scoring, you get 1 bonus point for each occupation played after this one."
Revised,Mayfair/Lookout,Base (Revised),B,102,Occupation,1+,Consultant,,,,,Goods Provider,"When you play this card in a 1-/2-/3-/4- player game, you immediately get 2 grain/3 clay/2 reed/2 sheep."
Revised,Mayfair/Lookout,Base (Revised),B,104,Occupation,1+,Sheep Walker,,,,,Goods Provider,"At any time, you can exchange 1 sheep for either 1 wild boar, 1 vegetable, or 1 stone."
Revised,Mayfair/Lookout,Base (Revised),B,107,Occupation,1+,Manservant,,,,,Food Provider,"Once you live in a stone house, place 3 food on each remaining round space. At the start of these rounds, you get the food."
Revised,Mayfair/Lookout,Base (Revised),B,108,Occupation,1+,Oven Firing Boy,,,,,Food Provider,"Each time you use a wood accumulation space, you get an additional ""Bake Bread"" action."
Revised,Mayfair/Lookout,Base (Revised),B,109,Occupation,1+,Paper Maker,,,,,Food Provider,"Immediately before playing each occupation after this one, you can pay 1 wood total to get 1 food for each occupation you have in front of you."
Revised,Mayfair/Lookout,Base (Revised),B,114,Occupation,1+,Childless,,,,,Crop Provider,"At the start of each round, if you have at least 3 rooms but only 2 people, you get 1 food and 1 crop of your choice (grain or vegetable)"
Revised,Mayfair/Lookout,Base (Revised),B,118,Occupation,1+,Small-scale Farmer,,,,,Building Resource Provider,"As long as you live in a house with exactly 2 rooms, at the start of each round, you get 1 wood."
Revised,Mayfair/Lookout,Base (Revised),B,121,Occupation,1+,Geologist,,,,,Building Resource Provider,"Each time you use the ""Forest"" or ""Reed Bank"" accumulation space, you also get 1 clay. In games with 3 or more players, this also applies to the ""Clay Pit""."
Revised,Mayfair/Lookout,Base (Revised),B,123,Occupation,1+,Roof Ballaster,,,,,Building Resource Provider,"When you play this card, you can immediately pay 1 food to get 1 stone for each room you have."
Revised,Mayfair/Lookout,Base (Revised),B,126,Occupation,1+,Carpenter,,,,,Building Resource Provider,"Every new room only costs you 3 of the appropriate building resource and 2 reed (e.g. if you live in a wooden house, 3 wood and 2 reed)."
Revised,Mayfair/Lookout,Base (Revised),B,136,Occupation,3+,House Steward,,,,,Points Provider,"If there are still 1/3/6/9 complete rounds left to play, you immediately get 1/2/3/4 wood. During scoring, each player with the most rooms gets 3 bonus points."
Revised,Mayfair/Lookout,Base (Revised),B,142,Occupation,3+,Greengrocer,,,,,Crop Provider,"Each time you use the ""Grain Seeds"" action space, you also get 1 vegetable."
Revised,Mayfair/Lookout,Base (Revised),B,145,Occupation,3+,Brushwood Collector,,,,,Building Resource Provider,"Each time you renovate or build a room, you can replace the required 1 or 2 reed with a total of 1 wood."
Revised,Mayfair/Lookout,Base (Revised),B,156,Occupation,4+,Storehouse Keeper,,,,,Goods Provider,"Each time you use the ""resource Market"" action space, you also get your choice of 1 clay or 1 grain."
Revised,Mayfair/Lookout,Base (Revised),B,163,Occupation,4+,Pastor,,,,,Building Resource Provider,"Once you are the only player to live in a house with only 2 rooms, you immediately get 3 wood, 2 clay, 1 reed, and 1 stone (only once)."
Revised,Mayfair/Lookout,Base (Revised),B,164,Occupation,4+,Sheep Whisperer,,,,,Livestock Provider,"Add 2, 5, 8, and 10 to the current round and place 1 sheep on each corresponding round space. At the start of these rounds, you get the sheep."
Revised,Mayfair/Lookout,Base (Revised),B,166,Occupation,4+,Cattle Feeder,,,,,Livestock Provider,"Each time you use the ""Grain Seeds"" action space, you can also buy 1 cattle for 1 food."
Revised,Mayfair,WizKids Blue Expansion,C,16,Minor Improvement,,Field Fences,2 Food,,,,Farm Planner,"You can immediately take a ""Build Fences"" action, during which you do not have to pay wood for fences that you build next to field tiles."
Revised,Mayfair,WizKids Blue Expansion,C,26,Minor Improvement,,Flail,1 Wood,,,,Actions Booster,"When you play this card, you immediately get 2 food. Each time you use the ""Farmland"" or ""Cultivation"" action space, you can also take a ""Bake Bread"" action."
Revised,Mayfair,WizKids Blue Expansion,C,41,Minor Improvement,,Farm Store,"2 Wood,2 Clay",,,,Goods Provider,"After the feeding phase of each harvest, you can exchange exactly 1 food for 2 different building resources of your choice or 1 vegetable."
Revised,Mayfair,WizKids Blue Expansion,C,65,Minor Improvement,,Granary,3 Wood/3 Clay,1,,,Crop Provider,"Place 1 grain each on the remaining spaces for rounds 8, 10, and 12. At the start of these rounds, you get the grain."
Revised,Mayfair,WizKids Blue Expansion,C,76,Minor Improvement,,Wood Cart,3 Wood,,3 Occupations,,Building Resource Provider,"Each time you use a wood accumulation space, you get 2 additional wood."
Revised,Mayfair,WizKids Blue Expansion,C,79,Minor Improvement,,Stone Cart,2 Wood,,2 Occupations,,Building Resource Provider,"Place 1 stone on each remaining even-numbered round space. At the start of these rounds, you get the stone."
Revised,Mayfair,WizKids Blue Expansion,C,90,Occupation,1+,Field Watchman,,,,,Farm Planner,"Each time you use the ""Grain Seeds"" action space, you can also plow 1 field."
Revised,Mayfair,WizKids Blue Expansion,C,96,Occupation,1+,Merchant,,,,,Actions Booster,"Immediately after each time you take a ""Major or Minor Improvement"" or ""Minor Improvement"" action, you can pay 1 food to take the action a second time."
Revised,Mayfair,WizKids Blue Expansion,C,98,Occupation,1+,Cube Cutter,,,,,Points Provider,"When you play this card, you immediately get 1 wood. In the field phase of each harvest, you can use this card to exchange exactly 1 wood and 1 food for 1 bonus point."
Revised,Mayfair,WizKids Blue Expansion,C,108,Occupation,1+,Layabout,,,,,Food Provider,"When you play this card, you must skip the next harvest. (You also do not have to feed your family that harvest.)"
Revised,Mayfair,WizKids Blue Expansion,D,9,Minor Improvement,,Game Trade,2 Sheep,,,X,Livestock Provider,"You immediately get 1 wild boar and 1 cattle. (effectively, you are exchanging 2 sheep for 1 wild boar and 1 cattle.)"
Revised,Mayfair,WizKids Blue Expansion,D,15,Minor Improvement,,Clay Supports,2 Wood,,,,Farm Planner,"Each time you build a clay room, you can pay 2 clay, 1 wood, and 1 reed instead of 5 clay and 2 reed."
Revised,Mayfair,WizKids Blue Expansion,D,49,Minor Improvement,,Bookshelf,1 Wood,1,3 Occupations,,Food Provider,"Immediately before each time you play an occupation (even before paying the occupation cost), you get 3 food."
Revised,Mayfair,WizKids Blue Expansion,D,115,Occupation,1+,Fodder Planter,,,,,Crop Provider,"In the breeding phase of each harvest, for each newborn animal you get, you can sow crops in exactly 1 field."
Revised,Mayfair,WizKids Blue Expansion,D,118,Occupation,1+,Bonehead,,,,,Building Resource Provider,"When you play this card, immediately place 6 wood on it. Immediately after each time you play a card from your hand, including this one, you get 1 wood from this card."
Revised,Mayfair,WizKids Blue Expansion,D,122,Occupation,1+,Clay Seller,,,,,Building Resource Provider,"When you play this card, you immediately get 2 clay. At any time, but only once per round, you can buy 2 clay for 2 food."
Revised,Mayfair,WizKids Blue Expansion,D,138,Occupation,3+,Pet Lover,,,,,Goods Provider,"Each time you use an accumulation space providing exactly 1 animal, you can leave it on the space and get one from the general supply instead, as well as 3 food and 1 grain."
Revised,Mayfair,WizKids Blue Expansion,D,144,Occupation,3+,Water Worker,,,,,Building Resource Provider,"Each time after you use the ""Fishing"" accumulation space or one of the three orthogonally adjacent actions spaces, you get 1 additional reed."
Revised,Mayfair,WizKids Blue Expansion,D,158,Occupation,4+,Bean Counter,,,,,Food Provider,"Each time you use an action space on round spaces 1 to 8, place 1 food on this card. Each time this cards has 3 food on it, move the food to your supply."
Revised,Mayfair,WizKids Blue Expansion,D,168,Occupation,4+,Stockman,,,,,Livestock Provider,"When you build your 2nd/3rd/4th stable, you immediately get 1 cattle/wild boar/sheep, even if built on the same turn (but not retroactively)."
Revised,Mayfair,WizKids Green Expansion,C,2,Minor Improvement,,Stable,1 Wood,,,X,Farm Planner,"Immediately build 1 stable. (The stable costs you nothing, but you must pay the cost shown on this card.)"
Revised,Mayfair,WizKids Green Expansion,C,44,Minor Improvement,,Chicken Coop,"2 Wood/2 Clay,1 Reed",1,,,Food Provider,"Place 1 food on each of the next 8 round spaces. At the start of these rounds, you get the food."
Revised,Mayfair,WizKids Green Expansion,C,70,Minor Improvement,,Lettuce Patch,,1,3 Occupations,,Crop Provider,This card is a field that can only grow vegetables. You can immediately turn each vegetable you harvested from this card into 4 food.
Revised,Mayfair,WizKids Green Expansion,C,87,Occupation,1+,Mason,,,,,Farm Planner,"Place a stone room on this card. Once you have a stone house with at least 4 rooms, at any time, you can add that room without paying any building resources."
Revised,Mayfair,WizKids Green Expansion,C,107,Occupation,1+,Baker,,,,,Food Provider,"When you play this card and at the start of each feeding phase, you can take a ""Bake Bread"" action."
Revised,Mayfair,WizKids Green Expansion,C,116,Occupation,1+,Furniture Maker,,,,,Building Resource Provider,"When you play this card, you immediately get 1 wood. Each time you play an occupation after this one, you get 1 wood for each food paid as occupation cost."
Revised,Mayfair,WizKids Green Expansion,C,122,Occupation,1+,Bricklayer,,,,,Building Resource Provider,Each improvement and each renovation cost you 1 clay less. Each room costs you 2 clay less.
Revised,Mayfair,WizKids Green Expansion,C,142,Occupation,3+,Market Crier,,,,,Crop Provider,"Each time you use the ""Grain Seeds"" action space, you can get an additional 1 grain and 1 vegetable. If you do, each other player gets 1 grain from the general supply."
Revised,Mayfair,WizKids Green Expansion,C,144,Occupation,3+,Reed Roof Renovator,,,,,Building Resource Provider,"Each time another player renovates, you immediately get 1 reed from the general supply. When you play this card in a 3-player game, you immediately get 1 reed."
Revised,Mayfair,WizKids Green Expansion,C,153,Occupation,4+,Pattern Maker,,,,,Points Provider,"Each time another player renovates, you can exchange exactly 2 wood for 1 grain, 1 food, and 1 bonus point."
Revised,Mayfair,WizKids Green Expansion,D,20,Minor Improvement,,Turnwrest Plow,3 Wood,,2 Occupations,,Farm Planner,"Place 2 field tiles on this card. Each time you use the ""Farmland"" or ""Cultivation"" action space, you can also plow up to 2 fields from this card."
Revised,Mayfair,WizKids Green Expansion,D,37,Minor Improvement,,Sculpture,1 Stone,2,see below,,Points Provider,You can only play this card if there are more complete rounds left to play than you have unused farmyard spaces.
Revised,Mayfair,WizKids Green Expansion,D,73,Minor Improvement,,Supply Boat,1 Wood,1,1 Occupation,,Crop Provider,"Each time after you use the ""Fishing"" accumulation space, you can choose to buy 1 grain for 1 food, or 1 vegetable for 3 food."
Revised,Mayfair,WizKids Green Expansion,D,77,Minor Improvement,,Recycled Brick,1 Food,,3 Occupations,,Building Resource Provider,"Each time any player (including you) renovates to stone, you get 1 clay for each newly renovated room."
Revised,Mayfair,WizKids Green Expansion,D,79,Minor Improvement,,Carrot Museum,"1 Wood,2 Clay",2,Play in Round 8 or Before,,Building Resource Provider,"At the end of rounds 8, 10, and 12, you get 1 stone for each vegetable field you have and a number of wood equal to the number of vegetables in your supply."
Revised,Mayfair,WizKids Green Expansion,D,84,Minor Improvement,,Feed Pellets,,,,,Livestock Provider,"When you play this card, you immediately get 1 sheep. In the feeding phase of each harvest, you can exchange exactly 1 vegetable for 1 animal of a type you already have."
Revised,Mayfair,WizKids Green Expansion,D,97,Occupation,1+,Begging Student,,,,,Actions Booster,"When you play this card, you must immediately take 1 begging marker. At the start of each harvest, you can play 1 occupation without paying an occupation cost."
Revised,Mayfair,WizKids Green Expansion,D,98,Occupation,1+,Transactor,,,,,Points Provider,"Immediately before the final harvest at the end of round 14, you can take all the building resources that are left on the entire game board."
Revised,Mayfair,WizKids Green Expansion,D,111,Occupation,1+,Interior Decorator,,,,,Food Provider,"Each time you renovate, place 1 food on each of the next 6 round spaces. At the start of these rounds, you get the food."
Revised,Mayfair,WizKids Green Expansion,D,148,Occupation,4+,Domestician Expert,,,,,Farm Planner,You can keep 2 sheep on the border between each pair of orthogonally adjacent rooms.
Revised,Mayfair,WizKids Purple Expansion,C,6,Minor Improvement,,Stone Clearing,1 Food,,,X,Building Resource Provider,Immediately place 1 stone on each of your empty fields. Harvest them during the next field phase. These fields are considered planted until then.
Revised,Mayfair,WizKids Purple Expansion,C,27,Minor Improvement,,Blueprint,1 Food,,,,Actions Booster,"You can build the major improvements ""Joinery"", ""Pottery"", and ""Basketmaker's Workshop"" even when taking a ""Minor Improvement"" action. They each cost you 1 stone less."
Revised,Mayfair,WizKids Purple Expansion,C,35,Minor Improvement,,Lantern House,1 Wood,7,No Occupations,,Points Provider,"During scoring, you get 1 negative point for each card left in your hand. You cannot discard cards from your hand unplayed. If you already have, you cannot play this card."
Revised,Mayfair,WizKids Purple Expansion,C,51,Minor Improvement,,Fishing Net,1 Reed,1,,,Food Provider,"Each time another player uses the ""Fishing"" accumulation space, they must first pay you 1 food. Then, in the returning home phase of that round, place 2 food on ""Fishing""."
Revised,Mayfair,WizKids Purple Expansion,C,56,Minor Improvement,,Feed Fence,1 Wood,,,,Food Provider,"For each new stable you build, you get 1 food—for your last one, get 3 food. Each time you build stables, you can build exactly 1 stable for 1 clay instead of wood."
Revised,Mayfair,WizKids Purple Expansion,C,68,Minor Improvement,,Bookcase,2 Wood,,1 Occupation,,Crop Provider,"Each time after you play an occupation, you get 1 vegetable."
Revised,Mayfair,WizKids Purple Expansion,C,86,Occupation,1+,Livestock Feeder,,,,,Farm Planner,"When you play this card, you immediately get 1 grain. Each grain in your supply can hold 1 animal of any type. (these animals count as accommodated on your farm.)"
Revised,Mayfair,WizKids Purple Expansion,C,109,Occupation,1+,Schnapps Distiller,,,,,Food Provider,"In the feeding phase of each harvest, you can use this card to turn exactly 1 vegetable into 5 food."
Revised,Mayfair,WizKids Purple Expansion,C,112,Occupation,1+,Thresher,,,,,Crop Provider,"Immediately before each time you use the ""Grain Utilization"", ""Farmland"", or ""Cultivation"" action space, you can buy 1 grain for 1 food."
Revised,Mayfair,WizKids Purple Expansion,C,135,Occupation,3+,Constable,,,,,Points Provider,"If there are still 1/3/6/9 complete rounds left to play, you immediately get 1/2/3/4 wood. During scoring, each player with no negative points gets 3 bonus points."
Revised,Mayfair,WizKids Purple Expansion,C,147,Occupation,3+,Cowherd,,,,,Livestock Provider,"Each time you use the ""Cattle Market"" accumulation space (introduced in round 10 or 11), you get 1 additional cattle."
Revised,Mayfair,WizKids Purple Expansion,C,149,Occupation,4+,Resource Recycler,,,,,Farm Planner,"Each time another player renovates to stone, if you live in a clay house, you can pay 2 food to build a clay room at no additional cost."
Revised,Mayfair,WizKids Purple Expansion,D,42,Minor Improvement,,Education Bonus,1 Food,,2 Improvements,,Goods Provider,"After you play your 1st/2nd/3rd/4th/5th/6th occupation this game, you immediately get 1 grain/clay/reed/stone/vegetable/field (not retroactively)."
Revised,Mayfair,WizKids Purple Expansion,D,75,Minor Improvement,,Wood Field,1 Food,1,1 Occupation,,Building Resource Provider,"You can plant wood on this card as though it were 2 fields, but it is considered 1 field. Sow and harvest wood on this card as you would grain."
Revised,Mayfair,WizKids Purple Expansion,D,78,Minor Improvement,,Reed Pond,,,3 Occupations,,Building Resource Provider,"Place 1 reed on each of the next 3 round spaces. At the start of these rounds, you get the reed."
Revised,Mayfair,WizKids Purple Expansion,D,87,Occupation,1+,Master Builder,,,,,Farm Planner,"Once your house has at least 5 rooms, at any time, but only once this game, you can add another room at no cost."
Revised,Mayfair,WizKids Purple Expansion,D,104,Occupation,1+,Cultivator,,,,,Goods Provider,"For each new field tile you get, you also get 1 wood and 1 food."
Revised,Mayfair,WizKids Purple Expansion,D,119,Occupation,1+,Wood Barterer,,,,,Building Resource Provider,"Each time before you use an action space with a ""Build Fences"" or ""Build Rooms"" action, you can choose to either get 2 wood or exchange up to 2 wood for 1 reed each."
Revised,Mayfair,WizKids Purple Expansion,D,120,Occupation,1+,Clay Deliveryman,,,,,Building Resource Provider,"Place 1 clay on each remaining space for rounds 6 to 14. At the start of these rounds, you get the clay."
Revised,Mayfair,WizKids Purple Expansion,D,152,Occupation,4+,Patron,,,,,Actions Booster,"Immediately before each time you play an occupation after this one (even before paying the occupation cost), you get 2 food."
Revised,Mayfair,WizKids Red Expansion,C,11,Minor Improvement,,Wildlife Reserve,2 Wood,1,2 Occupations,,Farm Planner,"This card can hold up to 1 sheep, 1 wild boar, and 1 cattle."
Revised,Mayfair,WizKids Red Expansion,C,14,Minor Improvement,,Straw-Thatched Roof,,1,3 Grain Fields,,Farm Planner,You no longer need reed to renovate or build a room.
Revised,Mayfair,WizKids Red Expansion,C,37,Minor Improvement,,Dwelling Mound,1 Food,3,Play in Round 3 or Before,,Points Provider,"From now on, you must pay 1 food for each new field tile that you place in your farmyard."
Revised,Mayfair,WizKids Red Expansion,C,104,Occupation,1+,Collector,,,,,Goods Provider,"This card is an action space for you only. When you use it for the 1st/2nd/3rd/4th time, you get 1 begging marker and 6/7/8/9 different good of your choice."
Revised,Mayfair,WizKids Red Expansion,C,106,Occupation,1+,Potato Harvester,,,,,Food Provider,"When you play this card, you immediately get 3 food. For each vegetable you get from your fields during the field phase of the harvest, you get 1 additional food."
Revised,Mayfair,WizKids Red Expansion,C,110,Occupation,1+,Home Brewer,,,,,Food Provider,"After the field phase of each harvest, you can use this card to turn exactly 1 grain into your choice of 3 food or 1 bonus point."
Revised,Mayfair,WizKids Red Expansion,C,121,Occupation,1+,Clay Kneader,,,,,Building Resource Provider,"When you play this card, you immediately get 1 wood and 2 clay. Each time after you use a ""Grain Seeds"" or ""Vegetable Seeds"" action space, you get 1 clay."
Revised,Mayfair,WizKids Red Expansion,C,137,Occupation,3+,Charcoal Burner,,,,,Goods Provider,"Each time any player (including you) plays or builds a baking improvement, you get 1 wood and 1 food."
Revised,Mayfair,WizKids Red Expansion,C,165,Occupation,4+,Game Catcher,,,,,Livestock Provider,"When you play this card, pay 1 food for each remaining harvest to immediately get 1 cattle and 1 wild boar."
Revised,Mayfair,WizKids Red Expansion,D,7,Minor Improvement,,Trident,1 Wood,,"Play in Round 3, 6, 9, or 12",X,Food Provider,"If you play this card in round 3/6/9/12, you immediately get 3/4/5/6 food."
Revised,Mayfair,WizKids Red Expansion,D,28,Minor Improvement,,Writing Desk,1 Wood,1,2 Occupations,,Actions Booster,"Each time you use a ""Lessons"" action space, you can play 1 additional occupation for an occupation cost of 2 food."
Revised,Mayfair,WizKids Red Expansion,D,39,Minor Improvement,,Truffle Slicer,1 Wood,,Play in Round 8 or Later,,Points Provider,"Each time you use a wood accumulation space, if you have at least 1 wild boar, you can pay 1 food for 1 bonus point."
Revised,Mayfair,WizKids Red Expansion,D,50,Minor Improvement,,Foreign Aid,,,Play in Round 11 or Before,,Food Provider,"When you play this card, you immediately get 6 food. You may no longer use the action spaces of rounds 12 to 14."
Revised,Mayfair,WizKids Red Expansion,D,66,Minor Improvement,,Potter Ceramics,,,,,Crop Provider,"Each time before you take a ""Bake Bread"" action, you can exchange 1 clay for 1 grain."
Revised,Mayfair,WizKids Red Expansion,D,82,Minor Improvement,,Hunting Trophy,Return or Cook 1 Wild Boar,1,,,Building Resource Provider,"Improvements built on ""House Redevelopment"" cost you 1 building resource of your choice less. Fences built on ""Farm Redevelopment"" cost you a total of 3 wood less."
Revised,Mayfair,WizKids Red Expansion,D,91,Occupation,1+,Plowman,,,,,Farm Planner,"Add 4, 7, and 10 to the current round and place a field tile on each corresponding round space. At the start of these rounds, you can plow the field for 1 food."
Revised,Mayfair,WizKids Red Expansion,D,114,Occupation,1+,Seed Trader,,,,,Crop Provider,Place 2 grain and 2 vegetables on this card. You can buy them at any time. Each grain costs 2 food; each vegetable costs 3 food.
Revised,Mayfair,WizKids Red Expansion,D,117,Occupation,1+,Wood Expert,,,,,Building Resource Provider,"When you play this card, you immediately get 2 wood. Each improvement costs you up to 2 wood less, if you pay 1 food instead."
Revised,Mayfair,WizKids Red Expansion,D,128,Occupation,3+,Building Tycoon,,,,,Farm Planner,"Each time after another player builds 1 or more rooms, you can give them 1 food to build exactly 1 room yourself. (You must pay the building cost of the room.)"
Revised,Mayfair,WizKids Red Expansion,D,162,Occupation,4+,Clay Firer,,,,,Building Resource Provider,"When you play this card, you immediately get 2 clay. At any time, you can turn clay into stone: you get 1 stone for 2 clay, and 2 stone for 3 clay."
Revised,Mayfair,WizKids White Expansion,C,25,Minor Improvement,,Steam Machine,2 Wood,1,,,Actions Booster,"Each work phase, if the last action space you use is an accumulation space, you can immediately afterward take a ""Bake Bread"" action."
Revised,Mayfair,WizKids White Expansion,C,30,Minor Improvement,,Half-Timbered House,"1 Wood,1 Clay,2 Stone,1 Reed",,,,Points Provider,"During scoring, you get 1 bonus point for each stone room you have. You can only use one card to get bonus points for your stone house."
Revised,Mayfair,WizKids White Expansion,C,59,Minor Improvement,,Schnapps Distillery,"2 Stone,1 Vegetable",2,,,Food Provider,"In each feeding phase, you can use this card to turn exactly 1 vegetable into 5 food. During scoring, you get 1 bonus point each for your 5th and 6th vegetable."
Revised,Mayfair,WizKids White Expansion,C,77,Minor Improvement,,Clay Supply,1 Food,,,,Building Resource Provider,"Place 1 clay on each of the next 3 round spaces. At the start of these rounds, you get the clay."
Revised,Mayfair,WizKids White Expansion,C,78,Minor Improvement,,Toad,1 Food,,,,Building Resource Provider,"Add 5, 7, 9, 11, and 13 to the current round and place 1 reed on each corresponding round space. At the start of these rounds, you get the reed."
Revised,Mayfair,WizKids White Expansion,C,89,Occupation,1+,Stable Master,,,,,Farm Planner,"When you play this card, you can immediately build exactly 1 stable for 1 wood. Exactly one of your unfenced stables can hold up to 3 animals of one type."
Revised,Mayfair,WizKids White Expansion,C,113,Occupation,1+,Winter Caretaker,,,,,Crop Provider,"When you play this card, you immediately get 1 grain. At the end of each harvest, you can buy exactly 1 vegetable for 2 food."
Revised,Mayfair,WizKids White Expansion,C,118,Occupation,1+,Wood Collector,,,,,Building Resource Provider,"Place 1 wood on each of the next 5 round spaces. At the start of these rounds, you get the wood."
Revised,Mayfair,WizKids White Expansion,C,126,Occupation,1+,Excavator,,,,,Building Resource Provider,"Each time after you use the ""Day Laborer"" action space, you get 1 additional wood and clay, and you can buy 1 stone for 1 food."
Revised,Mayfair,WizKids White Expansion,C,128,Occupation,3+,Wooden Hut Extender,,,,,Farm Planner,"Wood rooms now cost you 1 reed, and additionally 5 wood through round 5, 4 wood in rounds 6 and 7, and 3 wood in round 8 and later."
Revised,Mayfair,WizKids White Expansion,C,152,Occupation,4+,Puppeteer,,,,,Actions Booster,"Each time another player uses the ""Traveling Players"" accumulation space, you can pay them 1 food to immediately play an occupation without paying an occupation cost."
Revised,Mayfair,WizKids White Expansion,C,166,Occupation,4+,Cattle Whisperer,,,,,Livestock Provider,"Add 5 and 8 to the current round and place 1 cattle on each corresponding round space. At the start of these rounds, you get the cattle."
Revised,Mayfair,WizKids White Expansion,D,4,Minor Improvement,,Cross-Cut Wood,1 Food,,3 Occupations,X,Building Resource Provider,You immediately get a number of wood equal to the number of stone in your supply.
Revised,Mayfair,WizKids White Expansion,D,38,Minor Improvement,,Milking Stool,1 Wood,,2 Occupations,,Points Provider,"In the field phase of each harvest, if you have at least 1/3/5 cattle, you get 1/2/3 food. During scoring, you get 1 bonus point for every 2 cattle you have."
Revised,Mayfair,WizKids White Expansion,D,41,Minor Improvement,,Horse-Drawn Boat,2 Wood,,3 Occupations,,Goods Provider,"Alternate placing 1 food and 1 sheep on each remaining round space, starting with food. At the start of these rounds, you get the respective good."
Revised,Mayfair,WizKids White Expansion,D,43,Minor Improvement,,Hutch,"1 Wood,1 Reed",1,,,Food Provider,"Place 0, 1, 2, and 3 food in this order on the next 4 round spaces. At the start of these rounds, you get the food."
Revised,Mayfair,WizKids White Expansion,D,90,Occupation,1+,Plow Maker,,,,,Farm Planner,"Each time you use the ""Farmland"" or ""Cultivation"" action space, you can pay 1 food to plow 1 additional field."
Revised,Mayfair,WizKids White Expansion,D,107,Occupation,1+,Bellfounder,,,,,Food Provider,"In the returning home phase of each round, if you have at least 1 clay, you can use this card to discard all of your clay and get your choice of 3 food or 1 bonus point."
Revised,Mayfair,WizKids White Expansion,D,121,Occupation,1+,Clay Plasterer,,,,,Building Resource Provider,Renovating to clay only costs you exactly 1 clay and 1 reed. Each clay room only costs you 3 clay and 2 reed to build.
Revised,Mayfair,WizKids White Expansion,D,132,Occupation,3+,Hide Farmer,,,,,Points Provider,"During scoring, you can pay 1 food each for any number of unused farmyard spaces. If you do, you do not lose points for these spaces."
Revised,Mayfair,WizKids Yellow Expansion,C,3,Minor Improvement,,Carriage Trip,,,1 Person yet to Place,X,Actions Booster,"If you play this card in the work phase, you can immediately place another person."
Revised,Mayfair,WizKids Yellow Expansion,C,19,Minor Improvement,,Swing Plow,3 Wood,,3 Occupations,,Farm Planner,"Place 4 field tiles on this card. Each time you use the ""Farmland"" action space, you can also plow up to 2 fields from this card."
